TIMESTAMP,RECORD,BattV,calibrated_wind_speed
2025-01-30 11:38:00,26827.0,12.66,4.519
2025-01-30 11:39:00,26828.0,12.66,4.525
2025-01-30 11:40:00,26829.0,12.66,4.305
2025-01-30 11:41:00,26830.0,12.66,4.537
2025-01-30 11:42:00,26831.0,12.66,4.287
2025-01-30 11:43:00,26832.0,12.66,5.02
2025-01-30 11:44:00,26833.0,12.66,4.533
2025-01-30 11:45:00,26834.0,12.66,4.221
2025-01-30 11:46:00,26835.0,12.66,3.73
2025-01-30 11:47:00,26836.0,12.66,3.914
2025-01-30 11:48:00,26837.0,12.66,3.81
2025-01-30 11:49:00,26838.0,12.66,3.6149999999999998
2025-01-30 11:50:00,26839.0,12.66,3.87
2025-01-30 11:51:00,26840.0,12.66,4.455
2025-01-30 11:52:00,26841.0,12.66,4.337
2025-01-30 11:53:00,26842.0,12.66,4.073
2025-01-30 11:54:00,26843.0,12.66,3.952
2025-01-30 11:55:00,26844.0,12.66,3.831
2025-01-30 11:56:00,26845.0,12.66,3.856
2025-01-30 11:57:00,26846.0,12.66,3.803
2025-01-30 11:58:00,26847.0,12.66,3.194
2025-01-30 11:59:00,26848.0,12.66,3.013
2025-01-30 12:00:00,26849.0,12.66,3.38
2025-01-30 12:01:00,26850.0,12.66,3.354
2025-01-30 12:02:00,26851.0,12.66,3.338
2025-01-30 12:03:00,26852.0,12.66,3.547
2025-01-30 12:04:00,26853.0,12.66,3.682
2025-01-30 12:05:00,26854.0,12.66,4.024
2025-01-30 12:06:00,26855.0,12.66,3.114
2025-01-30 12:07:00,26856.0,12.66,3.428
2025-01-30 12:08:00,26857.0,12.66,2.572
2025-01-30 12:09:00,26858.0,12.66,2.691
2025-01-30 12:10:00,26859.0,12.66,3.289
2025-01-30 12:11:00,26860.0,12.66,3.653
2025-01-30 12:12:00,26861.0,12.66,2.402
2025-01-30 12:13:00,26862.0,12.66,2.271
2025-01-30 12:14:00,26863.0,12.66,2.815
2025-01-30 12:15:00,26864.0,12.66,3.328
2025-01-30 12:16:00,26865.0,12.65,2.885
2025-01-30 12:17:00,26866.0,12.65,3.039
2025-01-30 12:18:00,26867.0,12.65,3.454
2025-01-30 12:19:00,26868.0,12.65,3.594
2025-01-30 12:20:00,26869.0,12.65,3.883
2025-01-30 12:21:00,26870.0,12.65,3.955
2025-01-30 12:22:00,26871.0,12.65,3.299
2025-01-30 12:23:00,26872.0,12.65,2.689
2025-01-30 12:24:00,26873.0,12.65,2.795
2025-01-30 12:25:00,26874.0,12.65,4.045
2025-01-30 12:26:00,26875.0,12.64,4.009
2025-01-30 12:27:00,26876.0,12.65,4.146
2025-01-30 12:28:00,26877.0,12.64,4.213
2025-01-30 12:29:00,26878.0,12.64,4.447
2025-01-30 12:30:00,26879.0,12.64,4.401
2025-01-30 12:31:00,26880.0,12.64,4.651
2025-01-30 12:32:00,26881.0,12.64,4.153
2025-01-30 12:33:00,26882.0,12.64,4.326
2025-01-30 12:34:00,26883.0,12.63,3.852
2025-01-30 12:35:00,26884.0,12.63,4.705
2025-01-30 12:36:00,26885.0,12.63,4.44
2025-01-30 12:37:00,26886.0,12.63,4.497
2025-01-30 12:38:00,26887.0,12.62,4.323
2025-01-30 12:39:00,26888.0,12.62,4.194
2025-01-30 12:40:00,26889.0,12.62,3.434
2025-01-30 12:41:00,26890.0,12.61,3.452
2025-01-30 12:42:00,26891.0,12.61,3.767
2025-01-30 12:43:00,26892.0,12.52,4.561
2025-01-30 12:44:00,26893.0,12.54,4.207
2025-01-30 12:45:00,26894.0,12.7,4.027
2025-01-30 12:46:00,26895.0,12.7,3.8729999999999998
2025-01-30 12:47:00,26896.0,12.7,4.3389999999999995
2025-01-30 12:48:00,26897.0,12.7,4.8
2025-01-30 12:49:00,26898.0,12.7,4.078
2025-01-30 12:50:00,26899.0,12.7,3.385
2025-01-30 12:51:00,26900.0,12.7,4.148
2025-01-30 12:52:00,26901.0,12.7,4.519
2025-01-30 12:53:00,26902.0,12.7,4.314
2025-01-30 12:54:00,26903.0,12.7,4.646
2025-01-30 12:55:00,26904.0,12.7,4.835
2025-01-30 12:56:00,26905.0,12.7,4.832
2025-01-30 12:57:00,26906.0,12.7,5.009
2025-01-30 12:58:00,26907.0,12.7,5.286
2025-01-30 12:59:00,26908.0,12.7,5.185
2025-01-30 13:00:00,26909.0,12.7,5.293
2025-01-30 13:01:00,26910.0,12.7,6.082
2025-01-30 13:02:00,26911.0,12.7,6.529
2025-01-30 13:03:00,26912.0,12.7,6.043
2025-01-30 13:04:00,26913.0,12.7,6.523
2025-01-30 13:05:00,26914.0,12.7,7.099
2025-01-30 13:06:00,26915.0,12.7,6.841
2025-01-30 13:07:00,26916.0,12.7,6.516
2025-01-30 13:08:00,26917.0,12.7,6.644
2025-01-30 13:09:00,26918.0,12.7,6.916
2025-01-30 13:10:00,26919.0,12.7,6.962
2025-01-30 13:11:00,26920.0,12.7,6.439
2025-01-30 13:12:00,26921.0,12.7,5.985
2025-01-30 13:13:00,26922.0,12.7,5.174
2025-01-30 13:14:00,26923.0,12.7,6.165
2025-01-30 13:15:00,26924.0,12.7,6.302
2025-01-30 13:16:00,26925.0,12.7,5.224
2025-01-30 13:17:00,26926.0,12.7,5.5969999999999995
2025-01-30 13:18:00,26927.0,12.7,5.11
2025-01-30 13:19:00,26928.0,12.7,5.299
2025-01-30 13:20:00,26929.0,12.7,5.78
2025-01-30 13:21:00,26930.0,12.7,5.804
2025-01-30 13:22:00,26931.0,12.7,5.188
2025-01-30 13:23:00,26932.0,12.7,5.29
2025-01-30 13:24:00,26933.0,12.7,5.695
2025-01-30 13:25:00,26934.0,12.7,5.559
2025-01-30 13:26:00,26935.0,12.7,5.817
2025-01-30 13:27:00,26936.0,12.7,6.635
2025-01-30 13:28:00,26937.0,12.7,5.745
2025-01-30 13:29:00,26938.0,12.7,5.404
2025-01-30 13:30:00,26939.0,12.7,5.969
2025-01-30 13:31:00,26940.0,12.7,5.487
2025-01-30 13:32:00,26941.0,12.7,6.482
2025-01-30 13:33:00,26942.0,12.7,6.967
2025-01-30 13:34:00,26943.0,12.7,5.925
